Situation,Next,Probability
s5,s7,0.002887945275884433
s5,s8,0.02319330061960295
s5,s9,0.015365663635955734
s5,s10,0.004405340251349136
s5,s11,0.028969191171371814
s5,s12,0.019583369024747405
s5,s13,0.009544903877923127
s5,s14,0.038334618224239975
s5,s15,0.022968954588284244
s5,s16,0.0264973058081148
s5,s17,0.014464200491929662
s5,s18,0.01809452718054145
s5,s19,0.011625203441060218
s5,s20,0.01701766623021166
s5,s21,0.033305188103949716
s5,s22,0.007256574358472326
s5,s23,0.024094763763629023
s5,s24,0.00428296968881166
s5,s25,0.017140036792749135
s5,s26,0.02502070102016259
s5,s27,0.017878339186725243
s5,s28,0.00657129920826246
s5,s29,0.02776180162100205
s5,s30,0.01773965254918277
s5,s31,0.016695423748862973
s5,s32,0.022997507719542988
s5,s33,0.00026513621883119797
s5,s34,0.017156352867754132
s5,s35,0.02409068474487777
s5,s36,0.004376787120090391
s5,s37,0.007876585208662204
s5,s38,0.025510183270312493
s5,s39,0.037804345786577584
s5,s40,0.017915050355486486
s5,s41,0.029083403696406794
s5,s42,0.03372124801657713
s5,s43,0.02400502535110154
s5,s44,0.03601365655477918
s5,s45,0.008973841252748239
s5,s46,0.03138804929086259
s5,s47,0.019681265474777387
s5,s48,0.02839404952744568
s5,s49,0.008439489796334593
s5,s50,0.016883058611420438
s6,f1,0.03165160309396532
s6,f2,0.03899635175956205
s6,s1,0.010007521730561153
s6,s2,0.004931359180734716
s6,s3,0.01607719628498912
s6,s4,0.03698117153970227
s6,s5,0.0038413115967387062
s6,s6,0.022842731474218968
s6,s7,0.0006194366344479171
s6,s8,0.03185271888437049
s6,s9,0.008623845092573598
s6,s10,0.016624231234891176
s6,s11,0.013470735641338143
s6,s12,0.023848310426244808
s6,s13,0.006592575609481403
s6,s14,0.0006998829506099842
s6,s15,0.005965094343417279
s6,s16,0.0002373166326780981
s6,s17,0.024656795903673583
s6,s18,0.03951523049880738
s6,s19,0.02980938245385398
s6,s20,0.0062104556077115835
s6,s21,0.004356168020175936
s6,s22,0.03807524143950638
s6,s23,0.013462691009721937
s6,s24,0.0059811836066496924
s6,s25,0.027118453178232835
s6,s26,0.007127543611959149
s6,s27,0.037411559331169325
s6,s28,0.01929907124727991
s6,s29,0.016704677551053242
s6,s30,0.012618004690020232
s6,s31,0.018848571876772333
s6,s32,0.008833005514594972
s6,s33,0.011483711632135086
s6,s34,0.026567395912522676
s6,s35,0.03177629488401652
s6,s36,0.03189294204245152
s6,s37,0.03859412017875172
s6,s38,0.03149071046164119
s6,s39,0.012803031217192987
s6,s40,0.03308354752165012
s6,s41,0.03184467425275428
s6,s42,0.02070285946430798
s6,s43,0.023116248949169995
s6,s44,0.032435954676545475
s6,s45,0.014910724700639146
s6,s46,0.024962491905089437
s6,s47,0.004513038336691967
s6,s48,0.015542228282511374
s6,s49,0.029648489821529848
s6,s50,0.0007401061086910178
s7,f1,0.03784696859021183
s7,f2,0.024589116143170196
s7,s1,0.030825420014609205
s7,s2,0.013449598246895544
s7,s3,0.026091124908692476
s7,s4,0.013823959094229364
s7,s5,0.02341124908692476
s7,s6,0.028424032140248356
s7,s7,0.010518626734842952
s7,s8,0.002789444850255661
s7,s9,0.015526844411979547
s7,s10,0.0034012052593133672
s7,s11,0.010523192111029948
s7,s12,0.009847516435354272
s7,s13,0.030903031409788166
s7,s14,0.025798940832724618
s7,s15,0.020046566837107378
s7,s16,0.004615595325054784
s7,s17,0.015161614317019722
s7,s18,0.02239317019722425
s7,s19,0.0014609203798392988
s7,s20,0.035199050401753106
s7,s21,0.021470964207450694
s7,s22,0.036678232286340394
s7,s23,0.041115777940102266
s7,s24,0.0033327246165084003
s7,s25,0.0252145726807889
s7,s26,0.03378834915997078
s7,s27,0.016211650840029217
s7,s28,0.02179054054054054
s7,s29,0.01002100073046019
s7,s30,0.02632852447041636
s7,s31,0.0030633674214755294
s7,s32,0.03475164353542732
s7,s33,0.014485938641344048
s7,s34,0.024091490138787437
s7,s35,0.019471329437545655
s7,s36,0.024634769905040176
s7,s37,0.00414536157779401
s7,s38,0.018777392257121987
s7,s39,0.02037070854638422
s7,s40,0.015490321402483565
s7,s41,0.005140613586559532
s7,s42,0.0016983199415631848
s7,s43,0.02735573411249087
s7,s44,0.03805697589481373
s7,s45,0.029391891891891894
s7,s46,0.00877008765522279
s7,s47,0.01075146092037984
s7,s48,0.010454711468224982
s7,s49,0.037194119795471145
s7,s50,0.009304236669101533
s8,f1,0.02544252650762756
s8,f2,0.009859678431403895
s8,s1,0.01051912186114919
s8,s2,0.03297616811411169
s8,s3,0.028491952791843685
s8,s4,0.026661497695944624
s8,s5,0.022944634728289323
s8,s6,0.02414761940921862
s8,s7,0.012317603942272722
s8,s8,0.020654567544992026
s8,s9,0.030426320185763217
s8,s10,0.020406776680481672
s8,s11,0.005938987494554596
s8,s12,0.02125006494518626
s8,s13,0.008440875900739775
s8,s14,0.027069153634332623
s8,s15,0.007345800144677892
s8,s16,0.03146544316596792
s8,s17,0.03111773663028404
s8,s18,0.014647637394039431
s8,s19,0.016865765294091787
s8,s20,0.017105562904908257
s8,s21,0.01951552889361379
s8,s22,0.03721658919871628
s8,s23,0.02103824372229838
s8,s24,0.03134554436055969
s8,s25,0.02121409530356379
s8,s26,0.0009591904432658836
s8,s27,0.0313855106290291
s8,s28,0.002593810823664827
s8,s29,0.025458513015015328
s8,s30,0.03273637050329522
s8,s31,0.016410149833540492
s8,s32,0.015247131421080608
s8,s33,0.017365343649959435
s8,s34,0.023556118635871325
s8,s35,0.02854790556770086
s8,s36,0.003057419537910004
s8,s37,0.01058706451754719
s8,s38,0.027420856796863447
s8,s39,0.006670370207544832
s8,s40,0.03351970936529569
s8,s41,0.02055864850066544
s8,s42,0.0035250248790021223
s8,s43,0.03064613466234498
s8,s44,0.01103069009755766
s8,s45,0.026161919340076976
s8,s46,0.03739643740682864
s8,s47,0.005723169644819772
s8,s48,0.005899021226085184
s8,s49,0.005595277585717654
s8,s50,0.0015227148286845902
s9,f1,0.00477991267553701
s9,f2,0.040689962183381376
s9,s1,0.006187356389030033
s9,s2,0.030262288152741366
s9,s3,0.01993353987832132
s9,s4,0.014123900013040213
s9,s5,0.005859102743391085
s9,s6,0.010283782021592795
s9,s7,0.030878325816474737
s9,s8,0.0024911304066298243
s9,s9,0.016291273399313817
s9,s10,0.007194600452360504
s9,s11,0.027375454721231717
s9,s12,0.007725202235722091
s9,s13,0.008615534041701702
s9,s14,0.02549136872776981
s9,s15,0.030136382644825058
s9,s16,0.005607291727558467
s9,s17,0.044093907522404434
s9,s18,0.029641753863725275
s9,s19,0.003242066828844952
s9,s20,0.04489880344801227
s9,s21,0.020176357643588487
s9,s22,0.014798393805449011
s9,s23,0.027195589709922703
s9,s24,0.041697206246711846
s9,s25,0.03637320191196507
s9,s26,0.03842366304088781
s9,s27,0.003399448713740338
s9,s28,0.028135384394012294
s9,s29,0.006690978420695268
s9,s30,0.018899316063294497
s9,s31,0.013413433218369613
s9,s32,0.007410438465931319
s9,s33,0.0100004946287811
s9,s34,0.0029542828107505317
s9,s35,0.0150097351937371
s9,s36,0.025851098750387835
s9,s37,0.00721708357877413
s9,s38,0.036791388063258525
s9,s39,0.03492079194564479
s9,s40,0.03001047713690875
s9,s41,0.04463350255633147
s9,s42,0.019996492632279473
s9,s43,0.0014973762191475297
s9,s44,0.003556830598635724
s9,s45,0.007905067247031104
s9,s46,0.016169864516680232
s9,s47,0.002738444797179717
s9,s48,0.038401179914474184
s9,s49,0.022348227655144815
s9,s50,0.00758131022667488
s10,f1,0.025389909656940546
s10,f2,0.0053412281772677326
s10,s1,0.008706201928946404
s10,s2,0.030570900988890246
s10,s3,0.014489989012330607
s10,s4,0.006726132340373581
s10,s5,0.01574136247100476
s10,s6,0.016016054205835673
s10,s7,0.026290288121108535
s10,s8,0.0015375106824563546
s10,s9,0.015874893175436455
s10,s10,0.03698800512757905
s10,s11,0.029468318886582835
s10,s12,0.0031780307654743012
s10,s13,0.008530704431693322
s10,s14,0.01294866316689049
s10,s15,0.015943566109144183
s10,s16,0.024489531192772557
s10,s17,0.009927054083750457
s10,s18,0.028884598950067147
s10,s19,0.02080408375045782
s10,s20,0.03513002075448663
s10,s21,0.01857221340495666
s10,s22,0.037327554633133926
s10,s23,0.03800665364424368
s10,s24,0.015886338664387743
s10,s25,0.030403033817604688
s10,s26,0.018034275424246123
s10,s27,0.027808722988646076
s10,s28,0.037098644854108166
s10,s29,0.022471309974362103
s10,s30,0.02654208887803687
s10,s31,0.018022829935294835
s10,s32,0.02824365156879502
s10,s33,0.025649340739836407
s10,s34,0.006260682456354536
s10,s35,0.02887315346111586
s10,s36,0.0030254242461237946
s10,s37,0.011399706995482846
s10,s38,0.028419149066048102
s10,s39,0.03314232083994628
s10,s40,0.019350506653644243
s10,s41,0.019209345623245024
s10,s42,0.006516298376266634
s10,s43,0.020044866316689048
s10,s44,0.008038548406787938
s10,s45,0.004517152972774997
s10,s46,0.025519625198388476
s10,s47,0.018003754120376022
s10,s48,0.010411579782688316
s10,s49,0.014528140642168234
s10,s50,0.0056960383347576604
s11,f1,0.03675711866409358
s11,f2,0.013323618605017526
s11,s1,0.03573313378756252
s11,s2,0.0304438580599425
s11,s3,0.031298491591508805
s11,s4,0.028919695955259738
s11,s5,0.014363357095033674
s11,s6,0.02789177267535741
s11,s7,0.027186798471899493
s11,s8,0.019652632822653695
s11,s9,0.022681265015162853
s11,s10,0.006785869008703872
s11,s11,0.012449293056594856
s11,s12,0.0028986648812571385
s11,s13,0.03122366192745461
s11,s14,0.01657673978968926
s11,s15,0.03330707731085818
s11,s16,0.035315663030207556
s11,s17,0.005592532787208066
s11,s18,0.021511559213894686
s11,s19,0.012071206332952621
s11,s20,0.008723563467370328
s11,s21,0.03063683982513489
s11,s22,0.02813201528100508
s11,s23,0.0041432003465794965
s11,s24,0.018006380213461463
s11,s25,0.008128864558308063
s11,s26,0.00303257059588043
s11,s27,0.003048324209365523
s11,s28,0.033630026387302586
s11,s29,0.03593793076286873
s11,s30,0.0017171438698751526
s11,s31,0.038407309676657085
s11,s32,0.016698830294198733
s11,s33,0.009680595486589736
s11,s34,0.027572762002284274
s11,s35,0.006655901697451853
s11,s36,0.000220550588791304
s11,s37,0.023228703083769838
s11,s38,0.016308928360442676
s11,s39,0.008274585483045174
s11,s40,0.015446418022133828
s11,s41,0.01234689456894175
s11,s42,0.020357607026111613
s11,s43,0.038805088417155686
s11,s44,0.02674175889094561
s11,s45,0.002154306644086487
s11,s46,0.012882517427434919
s11,s47,0.021003505179000435
s11,s48,0.026072230317829154
s11,s49,0.00803040447402623
s11,s50,0.02799023275963924
s12,f1,0.022095498547166588
s12,f2,0.01407383812172724
s12,s1,0.019900710101465265
s12,s2,0.018704259054959056
s12,s3,0.038282548906878815
s12,s4,0.030991189769566635
s12,s5,0.029495625961433878
s12,s6,0.012139316624454216
s12,s7,0.020467858974159765
s12,s8,0.016649315536771448
s12,s9,0.008382926488183104
s12,s10,0.029157667386609073
s12,s11,0.012725888403747844
s12,s12,0.03645291110524108
s12,s13,0.03215656416551424
s12,s14,0.024810820889724507
s12,s15,0.009610454185247913
s12,s16,0.020996162033656014
s12,s17,0.03357832092857032
s12,s18,0.02989185325605606
s12,s19,0.0008662616343210528
s12,s20,0.002136519725903942
s12,s21,0.0017946765697593114
s12,s22,0.01752334633373215
s12,s23,0.00717482169771742
s12,s24,0.0330849791009525
s12,s25,0.00043118852650061377
s12,s26,0.004529421818916357
s12,s27,0.008072159982597076
s12,s28,0.01218593160029212
s12,s29,0.004113771617695045
s12,s30,0.02264322451326196
s12,s31,0.031826374753329084
s12,s32,0.038678776201501
s12,s33,0.038503970042108863
s12,s34,0.007947853380362664
s12,s35,0.020005593797100547
s12,s36,0.011405130755007225
s12,s37,0.02719595382009727
s12,s38,0.03799508988921174
s12,s39,0.005519990055471821
s12,s40,0.038267010581599516
s12,s41,0.025820812032879097
s12,s42,0.006662056963500474
s12,s43,0.011991702534300853
s12,s44,0.0370239445592554
s12,s45,0.00036126606274375746
s12,s46,0.004078810385816617
s12,s47,0.022421803378031915
s12,s48,0.024985627049116645
s12,s49,0.012924002051058937
s12,s50,0.02126419814472396
s13,f1,0.002252290037915646
s13,f2,0.011831862564171392
s13,s1,0.02571469315169614
s13,s2,0.03645606147032178
s13,s3,0.022678086098714894
s13,s4,0.013362748716572156
s13,s5,0.02108848102540013
s13,s6,0.024108311243834512
s13,s7,0.00696658054558266
s13,s8,0.03321393819414153
s13,s9,0.001874811260611348
s13,s10,0.03209827869677549
s13,s11,0.009537630439888601
s13,s12,0.0037076804348555514
s13,s13,0.021218501493138274
s13,s14,0.013056571486092005
s13,s15,0.0039048082407811295
s13,s16,0.03178790725765863
s13,s17,0.017426936885548434
s13,s18,0.012427440190584841
s13,s19,0.03205633661040835
s13,s20,0.03107908599805389
s13,s21,0.01418061940073147
s13,s22,0.0146545649766802
s13,s23,0.03938781330738516
s13,s24,0.03306714089185653
s13,s25,0.0375381672985941
s13,s26,0.03267288528000537
s13,s27,0.02168825286045029
s13,s28,0.0010946884541824648
s13,s29,0.0021684058651813575
s13,s30,0.01740177163372815
s13,s31,0.02991309599704728
s13,s32,0.008170318424319698
s13,s33,0.02353789886924135
s13,s34,0.027295909807737478
s13,s35,0.002013220145622924
s13,s36,0.030877763983491596
s13,s37,0.018186088648793744
s13,s38,0.02138207562997014
s13,s39,0.03365013589235983
s13,s40,0.02698553836862061
s13,s41,0.007226621481058954
s13,s42,0.01530047310673422
s13,s43,0.013396302385665873
s13,s44,0.020123813038955808
s13,s45,0.012729423212428278
s13,s46,0.023466597322417206
s13,s47,0.004802368889038016
s13,s48,0.0384105626950307
s13,s49,0.001342146763748616
s13,s50,0.019486293326175217
s14,f1,0.01259470334387878
s14,f2,0.013806307822327927
s14,s1,0.01764305533741689
s14,s2,0.0027597657564674997
s14,s3,0.025918613086824176
s14,s4,0.026180379486489113
s14,s5,0.03474014075553262
s14,s6,0.02529037372762832
s14,s7,0.020320551653989695
s14,s8,0.024953816928059116
s14,s9,0.03277689275804558
s14,s10,0.002490520316812134
s14,s11,0.03726057723230646
s14,s12,0.012564787183917072
s14,s13,0.025731637087063504
s14,s14,0.024153559649083445
s14,s15,0.01601262461950384
s14,s16,0.019520294375014024
s14,s17,0.010268721906856036
s14,s18,0.03649397563328771
s14,s19,0.031774701399328385
s14,s20,0.023577673569820577
s14,s21,0.009487162227856432
s14,s22,0.02342435325001683
s14,s23,0.023364520930093412
s14,s24,0.02919817212262634
s14,s25,0.024568646368552133
s14,s26,0.01717561533801521
s14,s27,0.004528558714203445
s14,s28,0.010212629106927835
s14,s29,0.000983493758741128
s14,s30,0.032402940758524235
s14,s31,0.01805066301689515
s14,s32,0.014853373420987682
s14,s33,0.029661872602032804
s14,s34,0.00490625023372
s14,s35,0.02904485180282259
s14,s36,0.026243951326407743
s14,s37,0.028887791963023626
s14,s38,0.0017127001578077438
s14,s39,0.036134981713747225
s14,s40,0.008103539829627469
s14,s41,0.0007965177589804573
s14,s42,0.014180259821849268
s14,s43,0.02435923324882018
s14,s44,0.033921185876580884
s14,s45,0.006271175031972896
s14,s46,0.018189025256718047
s14,s47,0.017332675177814175
s14,s48,0.0020529964773721644
s14,s49,0.01507026558071006
s14,s50,0.018046923496899937
s15,f1,0.027869407710658853
s15,f2,0.007620828792742909
s15,s1,0.012587252967337202
s15,s2,0.03658734132477248
s15,s3,0.01980679174152505
s15,s4,0.034617706830029744
s15,s5,0.005032692251052926
s15,s6,0.002768532972049598
s15,s7,0.022567961593968133
s15,s8,0.03014829322887521
s15,s9,0.002569728742673696
s15,s10,0.025793007981621652
s15,s11,0.032195240479486346
s15,s12,0.032935233999941096
s15,s13,0.009225988866963155
s15,s14,0.03602406267487409
s15,s15,0.014740965452242806
s15,s16,0.035460784024975704
s15,s17,0.02669130857361647
s15,s18,0.0020027685329720496
s15,s19,0.02578564486201514
s15,s20,0.0007215857214384591
s15,s21,0.012624068565369776
s15,s22,0.009082408034636115
s15,s23,0.016220952493152297
s15,s24,0.028973875651636085
s15,s25,0.01611786881866109
s15,s26,0.02239860984301829
s15,s27,0.03556386769946691
s15,s28,0.0001398992725237829
s15,s29,0.03043177333372603
s15,s30,0.027177274467646454
s15,s31,0.024029540835861337
s15,s32,0.016887314817541896
s15,s33,0.028856065737931848
s15,s34,0.013599681913232999
s15,s35,0.020042411568933525
s15,s36,0.017307012635113243
s15,s37,0.03029187406120225
s15,s38,0.024029540835861337
s15,s39,0.004498866079580597
s15,s40,0.01971843430624687
s15,s41,0.025877683857096576
s15,s42,0.009159720790504521
s15,s43,0.026091214325685508
s15,s44,0.004900156098135658
s15,s45,0.014774099490472124
s15,s46,0.011272936117574293
s15,s47,0.007039142343828233
s15,s48,0.026256884516832092
s15,s49,0.024438193974022915
s15,s50,0.008445498188672577
s16,f1,0.018302157822841687
s16,f2,0.027374955477535236
s16,s1,0.019405923542696553
s16,s2,0.016724790499786684
s16,s3,0.03649472188626516
s16,s4,0.0050373988704014655
s16,s5,0.03894492522182951
s16,s6,0.02732015859782613
s16,s7,0.027382783603207967
s16,s8,0.014783415332949756
s16,s9,0.03713662819142899
s16,s10,0.00530355514327427
s16,s11,0.03824430797412021
s16,s12,0.012207961986621734
s16,s13,0.006215531784147263
s16,s14,0.007839867861238645
s16,s15,0.013695305864440347
s16,s16,0.034193252938482674
s16,s17,0.004274156617310334
s16,s18,0.024130197386188837
s16,s19,0.017143595223277713
s16,s20,0.02517133810066187
s16,s21,0.030744963579645308
s16,s22,0.038667026760447615
s16,s23,0.024138025511861567
s16,s24,0.0032604143426918576
s16,s25,0.00416456285789212
s16,s26,0.028983635303281158
s16,s27,0.001338609490036753
s16,s28,0.03730884695622903
s16,s29,0.008994516397966253
s16,s30,0.020427493942987762
s16,s31,0.001686961082473218
s16,s32,0.03324996379491876
s16,s33,0.011323383785603294
s16,s34,0.004974773865019629
s16,s35,0.03251020591884582
s16,s36,0.02736321328902614
s16,s37,0.019683822004078453
s16,s38,0.037030948494847137
s16,s39,0.009311555487711799
s16,s40,0.031790018356954705
s16,s41,0.017762017151423348
s16,s42,0.03284681532277319
s16,s43,0.009749930525384655
s16,s44,0.010978946256003194
s16,s45,0.004086281601164825
s16,s46,0.018775759426041826
s16,s47,0.024889525576443604
s16,s48,0.007389750635056695
s16,s49,0.007879008489602293
s16,s50,0.0013620938670549417
s17,f1,0.005843315664259777
s17,f2,0.037924636405374336
s17,s1,0.011128860287840213
s17,s2,0.013447214749439383
s17,s3,0.010039878732228162
s17,s4,0.03669526349938721
s17,s5,0.023115246121214652
s17,s6,0.017560301879346915
s17,s7,0.014152965862135694
s17,s8,0.022872407028673984
s17,s9,0.017416116168150895
s17,s10,0.028985122311221065
s17,s11,0.01751097518867459
s17,s12,0.02678059867425033
s17,s13,0.03359906506949372
s17,s14,0.002162785667940307
s17,s15,0.016463731602092968
s17,s16,0.009800834000508444
s17,s17,0.033329665451206414
s17,s18,0.035655608634447486
s17,s19,0.0006298638962773526
s17,s20,0.00028837142239204093
s17,s21,0.023509859646593235
s17,s22,0.009129232135200664
s17,s23,0.022895173193599672
s17,s24,0.01403154631586536
s17,s25,0.019734470629750065
s17,s26,0.01348895271846981
s17,s27,0.010813928339701536
s17,s28,0.0002086898451521349
s17,s29,0.036664908612819624
s17,s30,0.03334484289449021
s17,s31,0.021054908195439936
s17,s32,0.03699881236506304
s17,s33,0.0049933788403674455
s17,s34,0.012085039214719085
s17,s35,0.034517300388163114
s17,s36,0.013094339193091227
s17,s37,0.006932297219871826
s17,s38,0.031808126762006304
s17,s39,0.01044208097924864
s17,s40,0.0071903137556962845
s17,s41,0.028044120827625984
s17,s42,0.028252810672778118
s17,s43,0.012559334317337573
s17,s44,0.035078865789663405
s17,s45,0.0010472435865816225
s17,s46,0.029042037723535283
s17,s47,0.011113682844556421
s17,s48,0.018759319898766454
s17,s49,0.03623235147923157
s17,s50,0.021529203298058425
s18,f1,0.038749883224862204
s18,f2,0.022214523713137983
s18,s1,0.030513343505745336
s18,s2,0.037438109176968826
s18,s3,0.013016535359511723
s18,s4,0.01732164543954162
s18,s5,0.03244791828854358
s18,s6,0.013806713791922274
s18,s7,0.01637576682340485
s18,s8,0.009236913399557812
s18,s9,0.020774297013670475
s18,s10,0.024487746395540747
s18,s11,0.017691433375891383
s18,s12,0.037262946470276836
s18,s13,0.006006134587238813
s18,s14,0.00014402266994675053
s18,s15,0.012179646871983309
s18,s16,0.033611777161897054
s18,s17,0.03287998629838383
s18,s18,0.02956746488960857
s18,s19,0.0006461557624637997
s18,s20,0.03165773985613303
s18,s21,0.035343941705851215
s18,s22,0.009828574097717434
s18,s23,0.03110500420390496
s18,s24,0.028687758851555445
s18,s25,0.00394310715286644
s18,s26,0.034705570952573726
s18,s27,0.020696446921807367
s18,s28,0.0037017718680908045
s18,s29,0.036173045184193314
s18,s30,0.027870332886992807
s18,s31,0.038407342820664526
s18,s32,0.019711643259739047
s18,s33,0.0034059415190109926
s18,s34,0.004394637685672469
s18,s35,0.01631737925450752
s18,s36,0.0028454208575966118
s18,s37,0.02150998038177685
s18,s38,0.009606701335907577
s18,s39,0.017383925513032104
s18,s40,0.00885544794942858
